,ROAD_NO,SPEED_LIMIT,LONGITUDE,LATITUDE,CRASH_DATE,CRASH_TIME,SEVERITY,TOTAL_BIKE_INVOLVED,TOTAL_TRUCK_INVOLVED,TOTAL_HEAVY_TRUCK_INVOLVED,TOTAL_MOTOR_CYCLE_INVOLVED,TOTAL_OTHER_VEHICLES_INVOLVED,TOTAL_PEDESTRIANS_INVOLVED,CRASH_YEAR
13576,1251727,60.0,115.861207,-31.874145,25/6/18,1520.0,Medical,0,0,0,0,2,0,18.0
13577,1250069,30.0,115.825493,-31.914238,25/6/18,1430.0,Medical,0,0,0,0,2,0,18.0
13578,213Z151,,116.13995,-34.737397,25/6/18,1800.0,Medical,0,0,0,0,1,0,18.0
13579,1250129,60.0,115.85502,-31.870735,25/6/18,2030.0,Medical,0,0,0,0,2,0,18.0
13580,H033,60.0,116.049855,-31.854379,25/6/18,545.0,Hospital,0,0,0,1,1,0,18.0
13581,H013,60.0,115.787256,-32.035652,25/6/18,1740.0,Medical,0,0,0,0,2,0,18.0
13582,1101665,70.0,115.789654,-31.712782,25/6/18,1930.0,Medical,0,0,0,0,2,0,18.0
13583,H007,50.0,113.757087,-24.737231,25/6/18,1600.0,Medical,0,0,0,0,1,0,18.0
13584,H035,60.0,115.851913,-31.942065,26/6/18,1430.0,Hospital,0,0,0,0,2,0,18.0
13585,1140459,70.0,115.902432,-32.064002,26/6/18,1255.0,Medical,0,0,0,0,5,0,18.0
13586,H028,60.0,115.787168,-31.882363,26/6/18,2145.0,Medical,0,0,0,0,2,0,18.0
13587,H005,60.0,115.957665,-31.921542,26/6/18,930.0,Medical,0,1,0,0,1,0,18.0
13589,1090049,70.0,115.94971,-31.652552,26/6/18,635.0,Medical,0,0,0,0,2,0,18.0
13590,1310003,70.0,115.784492,-31.836267,26/6/18,1135.0,Medical,0,0,0,0,2,0,18.0
13591,1140459,70.0,115.892951,-32.072045,26/6/18,1030.0,Medical,0,0,0,0,1,0,18.0
13592,1300278,40.0,115.863726,-31.940905,26/6/18,1615.0,Medical,0,0,0,0,2,0,18.0
13593,1250141,60.0,115.81047,-31.860165,26/6/18,1425.0,Medical,0,0,0,0,2,0,18.0
13595,H029,60.0,115.754549,-31.779763,26/6/18,1302.0,Hospital,0,0,0,1,0,0,18.0
13596,1110006,60.0,115.954534,-31.892779,26/6/18,2130.0,Hospital,1,0,0,0,0,0,18.0
13597,1250069,30.0,115.808548,-31.905688,26/6/18,1400.0,Medical,0,0,0,0,2,0,18.0
13598,H028,60.0,115.871259,-31.890478,26/6/18,1510.0,Medical,0,0,0,0,3,0,18.0
13600,1280569,60.0,115.823137,-31.940751,27/6/18,1115.0,Medical,0,0,0,0,2,0,18.0
13602,H006,50.0,117.777684,-28.561114,27/6/18,800.0,Hospital,0,0,0,0,1,0,18.0
13603,2040356,60.0,115.662379,-33.33729,27/6/18,1255.0,Hospital,0,0,0,0,2,0,18.0
13605,1090549,70.0,115.980029,-31.795649,27/6/18,435.0,Medical,0,0,0,0,1,0,18.0
13606,H017,70.0,115.923561,-31.911926,27/6/18,700.0,Medical,0,0,0,0,2,0,18.0
13607,H016,80.0,115.845708,-31.9419,27/6/18,1820.0,Medical,0,0,0,0,2,0,18.0
13608,H035,60.0,115.823284,-31.842586,27/6/18,1045.0,Medical,0,0,0,0,1,0,18.0
13609,H035,60.0,115.821403,-31.831149,27/6/18,925.0,Medical,0,0,0,0,1,0,18.0
13610,H564,60.0,115.80285,-31.893691,27/6/18,650.0,Medical,1,0,0,0,1,0,18.0
13611,H013,60.0,115.870925,-31.988584,27/6/18,1540.0,Medical,0,0,0,0,3,0,18.0
13612,1250088,60.0,115.816916,-31.904448,27/6/18,1510.0,Medical,0,0,0,0,2,0,18.0
13613,1240007,60.0,115.841941,-31.943342,27/6/18,1920.0,Medical,0,0,0,0,2,0,18.0
13614,H015,80.0,115.850045,-32.100867,27/6/18,1530.0,Hospital,0,0,1,0,2,0,18.0
13616,1190007,60.0,115.834554,-32.036425,27/6/18,1540.0,Medical,0,0,0,0,1,0,18.0
13617,H001,50.0,115.949373,-32.027497,27/6/18,1530.0,Medical,0,0,0,0,2,0,18.0
13618,H015,80.0,115.856324,-32.166862,27/6/18,1345.0,Medical,0,0,0,0,2,0,18.0
13619,H027,70.0,115.926728,-31.978589,28/6/18,630.0,Medical,0,0,0,0,2,0,18.0
13620,H016,80.0,115.828871,-31.92544,28/6/18,848.0,Hospital,0,0,0,0,1,0,18.0
13621,1010860,60.0,115.999247,-32.128667,28/6/18,1439.0,Medical,0,0,0,1,1,0,18.0
13622,H035,60.0,115.828745,-31.866206,28/6/18,839.0,Medical,0,0,0,0,2,0,18.0
13623,1100254,70.0,115.829305,-31.733484,28/6/18,1710.0,Medical,0,0,0,0,2,0,18.0
13624,H015,80.0,115.859727,-32.146023,28/6/18,726.0,Medical,0,0,0,1,1,0,18.0
13627,M074,70.0,115.644706,-32.601401,28/6/18,1615.0,Medical,0,0,0,0,2,0,18.0
13628,1280569,60.0,115.83914,-31.940708,28/6/18,820.0,Medical,0,0,0,0,1,1,18.0
13629,H012,60.0,115.846803,-32.046113,28/6/18,1015.0,Medical,0,0,0,0,2,0,18.0
13631,H027,70.0,115.969572,-32.001955,28/6/18,1440.0,Medical,0,0,0,0,2,0,18.0
13633,1091232,60.0,116.017137,-31.898165,28/6/18,1225.0,Medical,0,0,0,0,2,0,18.0
13635,H028,60.0,115.8,-31.882443,28/6/18,1555.0,Medical,0,0,0,0,2,0,18.0
13638,1040002,60.0,115.938151,-32.062188,28/6/18,1625.0,Medical,0,0,0,0,1,0,18.0
13639,H045,40.0,115.874259,-33.291984,29/6/18,1242.0,Fatal,0,0,0,0,1,0,18.0
13641,1091232,60.0,116.014036,-31.897008,29/6/18,1400.0,Medical,1,0,0,0,1,0,18.0
13642,1311287,60.0,115.772237,-31.794926,29/6/18,1640.0,Medical,0,0,0,0,2,0,18.0
13644,H015,80.0,115.858536,-32.152098,29/6/18,1740.0,Medical,0,0,0,0,1,0,18.0
13645,1050004,60.0,115.812194,-32.244144,29/6/18,1815.0,Medical,0,0,0,0,2,0,18.0
13647,H040,60.0,117.865245,-35.003482,29/6/18,1515.0,Medical,0,0,0,0,2,0,18.0
13648,1030953,60.0,115.788703,-32.127313,29/6/18,1640.0,Medical,0,0,0,0,2,0,18.0
13649,1250072,60.0,115.771863,-31.904054,29/6/18,1115.0,Medical,0,0,0,0,2,0,18.0
13650,1090502,60.0,115.971712,-31.897263,29/6/18,1330.0,Medical,0,0,0,0,2,0,18.0
13651,H016,80.0,115.848581,-31.953624,29/6/18,1545.0,Medical,0,0,0,0,2,0,18.0
13652,H002,60.0,115.793779,-32.063838,29/6/18,1130.0,Medical,0,1,0,0,1,0,18.0
13654,H016,80.0,115.846389,-31.942161,30/6/18,509.0,Medical,0,0,0,0,1,0,18.0
13657,H035,60.0,115.823775,-31.848853,30/6/18,1150.0,Medical,0,0,0,0,2,0,18.0
13658,H027,70.0,115.926728,-31.978589,30/6/18,1115.0,Medical,0,0,0,0,2,0,18.0
13659,8140654,70.0,116.849639,-20.758214,1/7/18,430.0,Medical,0,0,0,0,1,0,18.0
13660,1300277,40.0,115.870979,-31.936321,1/7/18,930.0,Medical,0,0,0,1,1,0,18.0
13661,H001,50.0,116.619726,-32.831129,1/7/18,1130.0,Hospital,0,0,0,0,1,0,18.0
13662,1250141,60.0,115.81047,-31.860165,1/7/18,1910.0,Medical,0,0,0,0,1,0,18.0
13663,1310003,70.0,115.772684,-31.834872,1/7/18,1145.0,Medical,0,0,0,0,2,0,18.0
13664,H002,60.0,115.770112,-32.349255,1/7/18,1230.0,Hospital,0,0,0,0,2,0,18.0
13665,H021,70.0,115.98671,-31.863683,1/7/18,1300.0,Medical,0,0,0,0,3,0,18.0
13666,M026,60.0,116.363107,-31.664127,1/7/18,1218.0,Hospital,0,0,0,0,1,0,18.0
13667,H001,50.0,115.91819,-32.000895,2/7/18,1430.0,Medical,0,0,0,0,4,0,18.0
13668,1240042,40.0,115.86078,-31.953545,2/7/18,920.0,Medical,1,0,0,0,1,0,18.0
13669,H007,50.0,114.625975,-28.778544,2/7/18,1120.0,Medical,0,0,0,0,2,0,18.0
13670,1030011,60.0,115.816744,-32.158925,2/7/18,1630.0,Medical,0,0,0,0,2,0,18.0
13672,1251885,60.0,115.810206,-31.912107,2/7/18,940.0,Medical,0,0,0,0,2,0,18.0
13673,H035,60.0,115.852305,-31.92681,2/7/18,1600.0,Medical,0,0,0,0,2,0,18.0
13675,1240038,40.0,115.855845,-31.956097,2/7/18,2105.0,Hospital,0,0,0,1,1,0,18.0
13676,1040012,60.0,115.976848,-32.045405,2/7/18,1950.0,Medical,0,0,0,0,2,0,18.0
13677,H002,60.0,115.794838,-32.116621,2/7/18,955.0,Medical,0,0,0,0,2,0,18.0
13679,1190472,60.0,115.865732,-32.079611,3/7/18,1010.0,Medical,0,0,0,0,0,0,18.0
13680,1090502,60.0,116.015238,-31.780704,3/7/18,300.0,Hospital,0,0,0,0,1,0,18.0
13682,H025,60.0,115.766215,-32.098523,3/7/18,830.0,Medical,0,0,0,0,2,0,18.0
13683,1550008,40.0,115.459004,-32.020292,3/7/18,1229.0,Medical,1,0,0,0,1,0,18.0
13686,2110535,60.0,115.715371,-33.271158,3/7/18,1150.0,Medical,0,0,0,0,2,0,18.0
13687,H018,70.0,116.014674,-31.916192,3/7/18,1440.0,Medical,0,1,0,0,1,0,18.0
13688,H017,70.0,115.918669,-31.881663,3/7/18,1715.0,Medical,0,0,0,0,2,0,18.0
13691,H845,60.0,115.878287,-31.867388,3/7/18,940.0,Medical,0,0,0,0,2,0,18.0
13692,H025,60.0,115.778667,-32.145749,3/7/18,805.0,Medical,0,0,0,0,2,0,18.0
13693,1040126,60.0,115.945975,-32.063494,4/7/18,230.0,Hospital,0,0,0,0,0,0,18.0
13694,1260001,60.0,115.892155,-32.013076,4/7/18,1720.0,Hospital,0,0,0,1,2,0,18.0
13695,H028,60.0,115.849433,-31.888968,4/7/18,1112.0,Hospital,0,0,0,0,2,0,18.0
13696,H035,60.0,115.818555,-31.803442,4/7/18,1357.0,Hospital,0,0,0,0,2,0,18.0
13698,H057,60.0,115.727861,-33.068985,4/7/18,20.0,Medical,0,0,0,0,1,0,18.0
13699,H057,60.0,115.719493,-33.163039,4/7/18,938.0,Hospital,0,1,0,0,0,0,18.0
13701,1091438,60.0,115.909287,-31.838662,4/7/18,1750.0,Medical,0,0,0,0,2,0,18.0
13702,H016,80.0,115.848986,-31.950812,4/7/18,940.0,Medical,0,0,0,0,2,0,18.0
13703,H057,60.0,115.679341,-33.335886,4/7/18,820.0,Medical,0,1,0,0,1,0,18.0
13704,1190002,60.0,115.834701,-32.021229,4/7/18,1130.0,Medical,0,0,0,0,2,0,18.0
13705,H027,70.0,115.931532,-31.982705,4/7/18,1430.0,Hospital,0,0,0,0,1,0,18.0
13706,1062066,60.0,116.169461,-31.895667,4/7/18,1725.0,Medical,0,0,0,0,2,0,18.0
13707,M074,70.0,115.664605,-32.578177,4/7/18,1130.0,Medical,0,0,0,0,3,0,18.0
13709,H001,50.0,115.918052,-32.000747,4/7/18,650.0,Medical,0,0,0,0,2,0,18.0
13710,H012,60.0,115.852189,-32.046247,4/7/18,1515.0,Medical,0,0,0,0,1,0,18.0
13711,H035,60.0,115.842867,-31.902259,4/7/18,1740.0,Medical,0,0,0,0,3,0,18.0
13714,1040002,60.0,115.915515,-32.111304,4/7/18,1030.0,Medical,0,0,0,0,2,0,18.0
13715,H069,70.0,115.828848,-31.787303,5/7/18,1725.0,Medical,0,0,0,0,2,0,18.0
13716,H017,70.0,115.987246,-31.989809,5/7/18,2012.0,Hospital,0,1,0,0,1,0,18.0
13719,1250059,60.0,115.869949,-31.895615,5/7/18,920.0,Medical,0,0,0,0,2,0,18.0
13720,H035,60.0,115.820765,-31.820174,5/7/18,815.0,Medical,0,0,0,0,2,0,18.0
13721,H015,80.0,115.859546,-32.135901,5/7/18,700.0,Medical,0,0,0,0,2,0,18.0
13723,H013,60.0,115.875178,-31.983362,5/7/18,1820.0,Medical,0,0,0,0,2,0,18.0
13724,H001,50.0,115.920986,-32.004039,5/7/18,1200.0,Hospital,0,0,0,0,2,0,18.0
13726,H014,40.0,115.789081,-31.981723,6/7/18,600.0,Medical,0,0,0,0,2,0,18.0
13727,H021,70.0,115.945622,-31.861699,6/7/18,1820.0,Medical,0,0,0,0,3,0,18.0
13732,1300248,40.0,115.869276,-31.948759,6/7/18,1530.0,Hospital,1,0,0,0,1,0,18.0
13733,1270001,40.0,115.811569,-31.947763,6/7/18,1410.0,Medical,0,0,0,0,1,0,18.0
13734,H293,70.0,115.896287,-31.867043,6/7/18,1045.0,Hospital,0,1,0,0,1,0,18.0
13735,1100572,60.0,115.588721,-31.494563,6/7/18,1335.0,Medical,0,0,0,0,2,0,18.0
13736,H017,70.0,116.006267,-32.029734,6/7/18,840.0,Hospital,0,0,0,0,4,0,18.0
13737,H005,60.0,115.965675,-31.910904,6/7/18,1128.0,Medical,0,0,0,0,2,0,18.0
13741,1072133,40.0,115.814062,-32.332819,6/7/18,1315.0,Medical,0,0,0,0,2,0,18.0
13745,1040003,60.0,115.957279,-32.051167,7/7/18,518.0,Medical,0,0,0,0,1,0,18.0
13747,H006,50.0,116.126976,-31.348349,7/7/18,800.0,Medical,0,0,0,0,2,0,18.0
13752,1090045,100.0,115.997262,-31.648174,8/7/18,1315.0,Medical,0,0,0,0,2,0,18.0
13753,1311287,60.0,115.765492,-31.794361,8/7/18,1645.0,Medical,0,0,0,0,2,0,18.0
13754,1070038,60.0,115.752429,-32.287624,9/7/18,1515.0,Medical,0,0,0,0,0,0,18.0
13755,H016,80.0,115.762592,-31.753475,9/7/18,915.0,Hospital,0,0,0,0,2,0,18.0
13756,4270055,60.0,116.629368,-32.627811,9/7/18,1250.0,Hospital,0,0,0,0,1,0,18.0
13757,1141104,70.0,115.906533,-32.080529,9/7/18,1727.0,Hospital,1,0,0,0,1,0,18.0
13760,1250077,60.0,115.876017,-31.900711,9/7/18,2015.0,Medical,0,0,0,0,2,0,18.0
13761,1030025,80.0,115.879045,-32.113369,9/7/18,1635.0,Medical,0,0,0,0,2,0,18.0
13762,1300256,40.0,115.882216,-31.939483,9/7/18,815.0,Medical,0,0,0,0,2,0,18.0
13763,1140459,70.0,115.922416,-32.060974,9/7/18,1205.0,Hospital,0,0,0,0,2,0,18.0
13764,H001,50.0,115.879556,-31.962342,9/7/18,1825.0,Medical,0,0,0,0,1,0,18.0
13765,1190007,60.0,115.799421,-32.043926,9/7/18,1630.0,Hospital,1,0,0,0,1,0,18.0
13768,1300281,40.0,115.876273,-31.937981,9/7/18,1415.0,Medical,0,0,0,0,2,0,18.0
13769,H027,70.0,115.935743,-31.986216,9/7/18,1545.0,Medical,0,0,0,0,3,0,18.0
13770,H026,60.0,115.913336,-31.925176,9/7/18,905.0,Medical,0,0,0,0,2,0,18.0
13771,1030373,80.0,115.900814,-32.13092,9/7/18,1630.0,Medical,0,0,0,0,1,0,18.0
13772,H013,60.0,115.816379,-32.030665,10/7/18,1430.0,Hospital,0,0,0,0,2,0,18.0
13773,H005,60.0,115.916912,-31.951672,10/7/18,1745.0,Medical,0,0,0,0,3,0,18.0
13775,M074,70.0,115.732133,-32.549159,10/7/18,838.0,Hospital,0,0,0,0,2,0,18.0
13776,1090417,60.0,116.052352,-31.867883,10/7/18,1609.0,Hospital,0,1,0,0,0,2,18.0
13777,H042,60.0,122.246857,-17.91546,10/7/18,1000.0,Fatal,1,0,0,0,1,0,18.0
13778,2080215,80.0,115.77135,-33.345943,10/7/18,1153.0,Hospital,0,1,0,0,1,0,18.0
13780,H025,60.0,115.778667,-32.145749,10/7/18,815.0,Medical,0,0,0,0,2,0,18.0
13781,H020,70.0,115.882569,-31.947479,10/7/18,1130.0,Medical,0,0,1,0,1,0,18.0
13782,H002,60.0,115.773927,-32.405924,10/7/18,1655.0,Medical,0,0,0,0,2,0,18.0
13783,H016,80.0,115.84396,-31.941583,10/7/18,1645.0,Medical,0,0,0,0,3,0,18.0
13784,1250059,60.0,115.871163,-31.893427,10/7/18,1600.0,Hospital,0,0,0,0,2,0,18.0
13786,H016,80.0,115.831689,-31.927989,11/7/18,1730.0,Medical,0,0,0,0,0,0,18.0
13787,1030012,60.0,115.840675,-32.124555,11/7/18,1615.0,Hospital,0,0,0,1,1,0,18.0
13789,1070011,70.0,115.825481,-32.297463,11/7/18,1107.0,Hospital,0,0,0,0,2,0,18.0
13790,1140061,70.0,115.893273,-32.03728,11/7/18,1422.0,Medical,0,0,0,1,0,0,18.0
13791,1240006,60.0,115.817772,-31.966945,11/7/18,1410.0,Medical,0,0,0,0,1,0,18.0
13794,H005,60.0,115.970883,-31.89937,11/7/18,1140.0,Medical,0,0,0,0,2,0,18.0
13795,H036,60.0,115.758329,-31.898089,11/7/18,1310.0,Medical,0,0,0,0,1,0,18.0
13796,H014,40.0,115.753419,-32.022884,11/7/18,1620.0,Medical,0,0,0,0,1,1,18.0
13797,H032,60.0,115.847522,-32.065775,11/7/18,1000.0,Medical,0,0,1,0,1,0,18.0
13799,1010082,80.0,115.904674,-32.125514,11/7/18,1555.0,Medical,0,0,0,0,1,0,18.0
13801,H003,50.0,128.291698,-31.820035,12/7/18,1120.0,Hospital,0,0,0,0,0,0,18.0
13802,H039,70.0,115.802129,-31.903709,12/7/18,1633.0,Hospital,2,0,0,0,1,0,18.0
13803,H006,50.0,123.285993,-17.666581,12/7/18,1917.0,Medical,0,0,0,0,1,0,18.0
13805,1250059,60.0,115.867828,-31.901803,12/7/18,240.0,Fatal,0,0,0,0,2,0,18.0
13806,H035,60.0,115.760863,-31.69221,12/7/18,843.0,Fatal,0,0,0,1,1,0,18.0
13807,H006,50.0,119.452788,-24.901137,12/7/18,2030.0,Hospital,0,0,0,0,1,0,18.0
13809,H001,50.0,115.989464,-32.055648,12/7/18,1645.0,Medical,0,1,0,0,1,0,18.0
13810,H016,80.0,115.779537,-31.773335,12/7/18,635.0,Medical,0,0,0,0,2,0,18.0
13811,1120014,60.0,115.925611,-31.875549,12/7/18,1000.0,Medical,0,0,0,0,1,0,18.0
13812,H005,60.0,116.264649,-31.880464,12/7/18,1420.0,Medical,0,0,0,0,2,0,18.0
13813,1030503,60.0,115.860573,-32.104605,12/7/18,1630.0,Medical,0,0,0,0,2,0,18.0
13816,1030007,60.0,115.808185,-32.116609,12/7/18,1800.0,Medical,0,0,0,0,3,0,18.0
13818,H015,80.0,115.853511,-31.988396,12/7/18,1611.0,Hospital,0,1,0,0,2,0,18.0
13819,H849,60.0,115.855099,-31.864513,12/7/18,850.0,Medical,0,0,0,0,1,0,18.0
13820,H012,60.0,115.878172,-32.038462,13/7/18,800.0,Medical,0,0,0,0,0,0,18.0
13823,1280569,60.0,115.818719,-31.940761,13/7/18,1815.0,Medical,0,0,0,0,2,0,18.0
13824,H035,60.0,115.852651,-31.94014,13/7/18,1330.0,Medical,0,0,0,0,2,0,18.0
13825,1300281,40.0,115.874424,-31.936396,13/7/18,800.0,Medical,0,0,0,1,1,0,18.0
13826,H012,60.0,115.856176,-32.046611,13/7/18,950.0,Medical,0,0,0,0,2,0,18.0
13827,H057,60.0,115.748729,-33.25411,13/7/18,1900.0,Medical,0,0,0,0,2,0,18.0
13828,1101403,70.0,115.831054,-31.834119,13/7/18,1030.0,Medical,0,0,0,0,3,0,18.0
13830,H069,70.0,115.873765,-31.795536,13/7/18,630.0,Medical,0,0,0,0,1,0,18.0
13832,1070005,70.0,115.751479,-32.312444,13/7/18,1755.0,Medical,0,0,0,0,2,0,18.0
13833,H017,70.0,115.945921,-31.937559,13/7/18,805.0,Hospital,0,2,0,0,1,0,18.0
13836,H002,60.0,115.760544,-32.27699,13/7/18,1335.0,Medical,0,0,0,0,1,0,18.0
13837,1030019,70.0,115.872159,-32.180456,13/7/18,1607.0,Medical,0,0,0,0,2,0,18.0
13840,1300289,40.0,115.841632,-31.936434,14/7/18,2237.0,Hospital,0,0,0,0,1,1,18.0
13841,H027,70.0,115.915479,-31.968694,14/7/18,1105.0,Hospital,0,0,0,1,1,0,18.0
13844,6053017,50.0,121.472547,-30.775882,14/7/18,437.0,Medical,0,0,0,0,1,0,18.0
13845,1080005,60.0,115.980911,-32.331865,14/7/18,1856.0,Hospital,0,0,0,0,2,0,18.0
13846,H622,60.0,115.848483,-32.078732,14/7/18,1455.0,Medical,0,0,0,0,3,0,18.0
13847,H012,60.0,115.859977,-32.047072,14/7/18,1630.0,Medical,0,0,0,0,3,0,18.0
13848,H006,50.0,116.014046,-31.864203,14/7/18,1310.0,Medical,0,0,0,0,2,0,18.0
13849,1311900,70.0,115.746071,-31.820703,14/7/18,1105.0,Medical,0,0,0,0,2,0,18.0
13850,1300281,40.0,115.864479,-31.927906,14/7/18,1105.0,Medical,0,0,0,0,2,0,18.0
13853,H016,80.0,115.76407,-31.755319,14/7/18,20.0,Medical,0,0,0,0,1,0,18.0
13855,4180204,110.0,117.108545,-33.074014,15/7/18,1413.0,Hospital,0,0,0,0,1,0,18.0
13857,5130002,50.0,114.288659,-28.207833,15/7/18,1030.0,Medical,0,0,0,0,2,0,18.0
13858,H032,60.0,115.76835,-32.063408,15/7/18,2255.0,Medical,0,0,0,0,2,0,18.0
13861,1240038,40.0,115.857826,-31.951753,15/7/18,1430.0,Medical,0,0,0,0,2,0,18.0
13862,1090697,70.0,115.877625,-31.850776,15/7/18,2315.0,Hospital,0,0,0,0,2,0,18.0
13865,H028,60.0,115.765462,-31.873915,16/7/18,900.0,Medical,0,1,0,0,2,0,18.0
13866,H012,60.0,115.859977,-32.047072,16/7/18,1130.0,Medical,0,0,0,0,2,0,18.0
13868,H035,60.0,115.694569,-31.586301,16/7/18,945.0,Medical,0,0,0,0,2,0,18.0
13872,H002,60.0,115.793684,-32.049104,16/7/18,1110.0,Medical,0,0,0,0,2,0,18.0
13874,1140011,60.0,115.943689,-32.012836,16/7/18,1855.0,Medical,0,0,0,0,2,0,18.0
13875,H028,60.0,115.86209,-31.889587,16/7/18,1530.0,Hospital,0,0,0,0,2,0,18.0
13876,H036,60.0,115.763066,-31.98967,16/7/18,1900.0,Medical,0,0,0,0,2,0,18.0
13877,1101268,70.0,115.834178,-31.799777,16/7/18,1530.0,Medical,0,0,0,0,2,0,18.0
13878,H005,60.0,115.924483,-31.942376,16/7/18,1632.0,Hospital,0,0,0,0,2,0,18.0
13879,H021,70.0,115.812809,-31.857112,16/7/18,1615.0,Medical,0,0,0,0,3,0,18.0
13880,1040002,60.0,115.917819,-32.088901,17/7/18,830.0,Hospital,0,0,0,0,1,0,18.0
13881,1150013,60.0,115.781866,-31.969018,17/7/18,1615.0,Hospital,0,0,0,0,3,0,18.0
13883,1070038,60.0,115.749285,-32.290039,17/7/18,1255.0,Medical,0,0,0,0,1,1,18.0
13884,1070038,60.0,115.744879,-32.290988,17/7/18,945.0,Medical,0,0,0,0,2,0,18.0
13885,1300280,40.0,115.859226,-31.927226,17/7/18,1100.0,Hospital,0,0,0,0,1,2,18.0
13887,1140011,60.0,115.934701,-32.004302,17/7/18,1130.0,Medical,0,0,0,0,2,0,18.0
13888,1250059,60.0,115.867828,-31.901803,17/7/18,1435.0,Hospital,0,0,0,0,2,0,18.0
13890,1030503,60.0,115.846134,-32.110679,17/7/18,1240.0,Medical,0,0,0,0,2,0,18.0
13891,H001,50.0,115.936348,-32.01977,17/7/18,1732.0,Medical,0,0,0,1,1,0,18.0
13892,H016,80.0,115.810142,-31.896701,18/7/18,1540.0,Medical,0,0,0,0,0,0,18.0
13893,H002,60.0,115.798399,-32.099985,18/7/18,845.0,Hospital,0,0,0,0,5,0,18.0
13894,H015,80.0,115.849173,-32.079225,18/7/18,735.0,Medical,0,0,0,0,1,0,18.0
13895,H035,60.0,115.808759,-31.762667,18/7/18,1723.0,Medical,0,0,0,0,1,0,18.0
13896,1250077,60.0,115.87121,-31.896628,18/7/18,1320.0,Hospital,0,0,0,1,2,0,18.0
13897,H682,70.0,115.852925,-32.109571,18/7/18,745.0,Medical,0,0,0,1,2,0,18.0
13898,H667,60.0,115.873106,-31.948269,18/7/18,1710.0,Medical,0,0,0,0,3,0,18.0
13901,1311900,70.0,115.811784,-31.820046,18/7/18,1618.0,Medical,0,0,0,0,2,0,18.0
13902,1100168,60.0,115.854591,-31.835907,18/7/18,1807.0,Medical,0,0,0,0,2,0,18.0
13903,H005,60.0,116.205861,-31.903463,18/7/18,2120.0,Medical,0,0,0,0,2,0,18.0
13904,1120002,60.0,115.893427,-31.915657,18/7/18,1745.0,Medical,0,0,0,1,0,0,18.0
13905,H032,60.0,115.85891,-32.06581,19/7/18,840.0,Medical,0,0,0,0,3,0,18.0
13906,H021,70.0,115.815046,-31.857643,19/7/18,1740.0,Medical,0,0,0,0,2,0,18.0
13907,6051002,60.0,121.468772,-30.74075,19/7/18,1625.0,Medical,0,0,0,0,3,0,18.0
13908,H016,80.0,115.773515,-31.765412,19/7/18,610.0,Medical,0,0,0,0,2,0,18.0
13909,1030563,60.0,115.836561,-32.085549,19/7/18,1215.0,Medical,0,0,0,0,1,0,18.0
13910,H005,60.0,121.466521,-30.752926,19/7/18,1250.0,Medical,0,0,0,1,1,0,18.0
13911,H016,80.0,115.812753,-31.896849,20/7/18,700.0,Medical,0,0,0,0,0,0,18.0
13912,1040003,60.0,115.964104,-32.058662,20/7/18,1515.0,Hospital,1,0,0,0,1,0,18.0
13917,H016,80.0,115.783104,-31.81119,20/7/18,850.0,Medical,0,0,0,0,2,0,18.0
13918,H035,60.0,115.809566,-31.785392,20/7/18,855.0,Medical,0,0,0,1,1,0,18.0
13920,H069,70.0,115.873765,-31.795536,20/7/18,1520.0,Medical,0,0,0,0,2,0,18.0
13923,H069,70.0,115.870972,-31.795423,20/7/18,740.0,Medical,0,0,0,0,2,0,18.0
13925,8140043,70.0,116.869022,-20.735145,20/7/18,1500.0,Hospital,0,0,0,1,0,0,18.0
13926,H008,60.0,117.988113,-34.900865,21/7/18,1950.0,Medical,0,0,0,0,0,0,18.0
13928,1010021,70.0,115.930827,-32.100209,21/7/18,1245.0,Medical,0,0,0,0,4,0,18.0
13929,H012,60.0,115.898631,-32.024419,21/7/18,1153.0,Hospital,0,0,0,0,3,0,18.0
13930,H005,60.0,115.901012,-31.961736,21/7/18,16.0,Hospital,0,0,0,0,1,1,18.0
13932,H001,50.0,116.273699,-32.402459,21/7/18,1130.0,Hospital,0,0,0,0,2,0,18.0
13933,H004,60.0,114.776554,-28.968593,21/7/18,2334.0,Hospital,0,0,0,0,2,0,18.0
13935,H017,70.0,115.957048,-32.148651,21/7/18,1428.0,Hospital,0,0,0,0,1,0,18.0
13936,1290077,60.0,115.897836,-31.983813,21/7/18,1620.0,Medical,1,0,0,0,1,0,18.0
13937,1300287,60.0,115.846627,-31.936418,21/7/18,900.0,Medical,0,0,0,0,2,0,18.0
13938,H035,60.0,115.820519,-31.813183,21/7/18,1150.0,Medical,0,0,0,0,2,0,18.0
13939,1070003,60.0,115.811594,-32.334058,21/7/18,1700.0,Medical,0,0,0,0,2,0,18.0
13940,H039,70.0,115.802129,-31.903709,21/7/18,1225.0,Medical,0,0,0,0,2,0,18.0
13941,H016,80.0,115.847796,-31.959427,21/7/18,1000.0,Medical,0,0,0,0,1,0,18.0
13942,1300289,40.0,115.869899,-31.936577,21/7/18,815.0,Medical,0,0,0,0,1,0,18.0
13944,1251727,60.0,115.868919,-31.876084,21/7/18,1948.0,Medical,0,0,0,0,1,0,18.0
13945,H005,60.0,116.612572,-31.672991,21/7/18,2115.0,Medical,0,0,0,0,1,0,18.0
13946,2150072,90.0,115.854563,-32.579538,22/7/18,438.0,Fatal,0,0,0,0,1,0,18.0
